https://royaldohatrading.com/contact.php,"+974 4038 8615, +974 4480 4962, +974 6681 5861, 1705786252522, +974 3366 3395, 375132956437107, +97466815861",info@royaldohatrading.com
https://www.indyafoods.com.au/,"0397935373, 03 9793 5373, 1397296684799, +910397935373",indyafoods@indyafoods.com.au
https://www.altayeb.ae/,971 2 494 9111,None
https://datarspices.ae/contact-us,"9716 7435240, 9716 7436963, 91 22 4004 2208, +91 22 2666 1965, +91 22 40051599, +91 9820874721, 392858567, 56988980597, 97167435240, +97167435240, 971 674 3524, 124345344250156, +97167436963, 1576080720785, +912240042208, 9820874721, 02240051599, 1521624487, 1744250153",datarsm@eim.ae
https://www.aalghanim.com/,None,"sales.leasing@alargan.com, contactus@aalghanim.com, Contactus@aalghanim.com"
https://www.hosindia.com/contactus,863327865,None
https://rubysfoodproducts.com/,"107166401032292, 6 448 444 300, 129 492 109, 128-128 128 128, +442087997180, 020 8799 7180, 20210105104326",mail@rubysfoodproducts.com
https://globaltradeplaza.com/member/orma-plaza-gen-trad-co-w-l-l,"11362268247, 536331427920283, 2545-24390921, 99999999999, +919696037170, +91 96960 3717, +918429088885, +91 842908 8885, +96524758361, 96524758361, 1733832225, 1639740048, 1625206700, 1621019017, 1625205304, 1733832607, 1733832659, 1733833456, 1733898772, 1733835520, 1733835545, 1733833251, 1733833327, 1733835452, 1733835480, 1733835280, 1733835313, 1733835044, 1733835156, 1733833690, 1733898809, 1733835668, 1733835738, 1733835811, 1733835857, 1733835905, 1733835927, 1733836053, 1733836073, 1733833911, 1639738826, 1733836219, 1733836176, 1733836267, 1733836323, 1733836426, 1733836451, 1733833963, 1639740836, 1620756788, 1620757598, 1621019374, 1625207864, 1733836621, 1733836638, 1733834078, 1639741222, 1733836562, 1733836584, 1733898906, 1733898927, 1733898975, 1733898993, 1733836689, 1733836729, 1733834298, 1639741754, 1733837237, 1733837254, 1733836858, 1733836880, 1733837078, 1733837135, 1733836995, 1733837035, 1733837302, 1733837322, 1733834346, 1640323903, 1666185826, 1677126820",contact@ormagroupintl.com
http://one.airtel.in/rcconf,None,None
https://tastyfood.ae/contact-us/?srsltid=afmboophcliyccfpolf2qoovy7bkowaoh9prim2inwvkrtfl8uxhjsvx,"1729930063, 1729930066, 1729932511, 1712509895009, 457975769986812, 16519615965, +97165346034, 06 534 6034, +971581194751, 058 119 4751, 1729929971","care@tastyfoodme.com, info@tastyfoodme.com"
https://gcc.luluhypermarket.com/en-sa/,"1056-225266716, 0319874555, 2645-3920605069, 189390859720, 8001000330, 6739010114, 8390898796, 6079607964757, 676978226, 300060864110003, 1010227701, 085925566005, 45-3920605069, 4142-9169-8112, 000100010001, 000100010002, 000100010003, 000100010004, 53567262956, 000100010005, 68-2484-4421-9280, 5278389900, 000100020001, 000100020002, 000100020003, 000100020004, 000100020005, 000100020006, 000100020007, 000100020008, 000100020009, 3-8092-1960, 000100030001, 000100030002, 000100030003, 000100030005, 000100030007, 69-1030-4988, 000100030008, 00010003000, 807-680471647, 5-4132-8487, 000100060001, 000100060002, 000100060003, 000100060004, 000100060005, 933888339, 5631957241, 000100060006, 000100060007, 76-724769719, 4178203796, 000100060008, 000100060009, 189-6365549, 00010006000, 683-8917-4995, 62-6707892745, 6-2280-4158",ksa@luluhypermarket.com
https://datarspices.ae/contact-us/,"9716 7435240, 9716 7436963, 91 22 4004 2208, +91 22 2666 1965, +91 22 40051599, +91 9820874721, 392858567, 56988980597, 97167435240, +97167435240, 971 674 3524, 124345344250156, +97167436963, 1576080720785, +912240042208, 9820874721, 02240051599, 1521624487, 1744250153",datarsm@eim.ae
https://www.alrawabigroup.com/,"+974 44689844, +974 44806447",None
https://www.reachuae.com/brands/game-boy-b9905,"8007584467, +97165352743, 971559303946, 97165352743, 1234567890",None
https://www.princes.co.uk/contact-us/,"1743352301, 1743352230, 1743352382, 1743352610, 1740632311, 1729076158, 1743352311, 002677 100, 1743352611, 476953186944, 1744265008, 1744264648, 1743352231, 1744263208, 1744263209",None
https://www.harmanimpex.co.nz/contact,"2841093428761, +64 9 828 6642",harmanimpexnz@gmail.com
https://www.loandsons.com/?srsltid=afmboopzfbyhuzqyomed9rntbhoegbm9zqqicpw8pmzna5fb-3r9qd5f,"1613667136, 03561731082323, 56141731082306, 9411731082367, 121731944455, 128928940128, 3936705000, 1744274083, 1060834584, 2454534897, 65331743683208, 37801743683209, 4903862368, 1602173277, 487030880, 2619563709544, 481296480, 152141920, 1742482599, 1742483189, 1742483277, 1742483483, 1742222523, 1742483528, 1742483555, 1742483580, 1742483615, 1742483642, 1742646750, 1742646763, 1743792467, 1743785636, 1743785655, 1730758630, 1730758654, 1730758712, 1730758743, 1731097875, 1731098030, 1730758809, 1691163799, 1716300699, 1729968820, 1729965585, 1729959834, 1729959950, 1713325236, 1713325139, 1625682257, 1613714053, 1629151182, 1629151077, 1676481281, 1629143728, 0191731082323",None
https://gramisuperfoods.com/?srsltid=afmbooqlo6fjpmnsybf6jk_sm-3_pctffmid8kbv-tirovt14pavebrv,"+919731697135, 1743932443, 1743932442, 1743932482, 1739697037, 1743932423, 115427209017, +919900163847, 0 0 1000 1000, 629 125 613 133, 296 454 292 471, 292 487 292 504, 296 521 308 533, 617 867 629 875, 646 875 663 875, 679 871 692 858, 704 846 713 829, 713 812 713 796, 708 779 692 767, 438 487 692 225, 700 217 708 204, 708 187 708 171, 704 154 692 142, 675 129 663 125, 708 521 713 504, 713 487 713 471, 708 454 696 446, 388 133 375 125, 354 125 338 125, 325 129 313 142, 300 154 292 171, 292 187 292 204, 296 221 308 233, 563 492 304 771, 292 783 288 800, 288 817 288 833, 296 850 308 863, 321 871 338 875, 354 875 371 875, 388 867 400 854, 489571885, 489007744, 488621113, 488633278, 488420958, 488405069, 487770965, 488505311, 487351472, 487115819, 487221934, 486841735, 486716186, 486647295, 485901308, 1744274083, 105545744, 1403365310, 919900163847, 61632842250, 021270751953125, 1743932424, 268435456",info@grami.in
https://baniyasspikegroupllc.com/,None,None
https://falconglobalonline.com/headoffice.php,"1513855895339, +971 4 2895440, +971 4 2895441",falcong@emirates.net.ae
https://www.facebook.com/permalink.php/?story_fbid=122116783280485569&id=61564567091049,None,None
https://www.facebook.com/heritagefoodmart/,None,None
https://www.trsfood.com/contact-us/,None,None
https://sakaispice.com/about-us,"955 537 554, +81-48-852-4841, +81-48-855-6618","info@sakaispice.com, eduardo@vadimarperu.com"
https://www.almaya.ae/bahrain/contact-us.php,"134708131, +97317777689, +973 17 777 689, +97317777679, +973 17 777 679, 1555936496613",operations.bh@almaya.ae
https://www.ansell.com/ph/en/about-us,"582290-654, 3597675 960, 51531347649, 42431314172, 8304497497, 4295615646, 7485220397, 56810480618, 8515856288, 3137271316, 30594360956684, +60 3-8310 6688, 4372996021969, 1075748161",None
https://www.eximtics.com/contact-us/,"+03 55650 5164, +601 12345 4964, +960 333 0010, +960 959 0010, 159133798","sales@eximtics.com, sales.mv@eximtics.com"
https://velspices.com.au/pages/contact?srsltid=afmboorphzd-wwbgzz63tzv49n85i9jxhoraelr39ft2yfpm4xpnfvax,"03451714705819, 1698705155, 16733805667, 1698103799, 728181702, 769272831, 1961714705819, 2121740657474, 57201714705819, 72291741145535, 62816092337, 136704295089, 1718591634, 1740109082, 089-1744274084, 93934485681, 1060834584, 2454534897, 8241714705819, 1311714705819, 81041714705819, 50691714705819, 58091714705819, 33791714705819, 1735213048958, 175591773, 1735213058, 2147483640, 1714449566, 2147483630, 583368881, 305496241, 56434772453, 245825713, 255717153498171, 111739057, 16986224033969, 1699330504, 1702701837, 1699358952, 16986228621489, +0397828611, (03) 97828611, 610469061661, +61) 469 061 661, 1699240585358, 0397828611, (03) 9782 8611, 1699240302124, 039783 0453, (03)97830453, (03) 9783 0453, 16986223902897, 0 14222 1422, 14222 7112, 0-562 275-1111, 814-139-1592-139, 1624 0-2686 984, 0 0 8222 1413, 14223 7111 1422, 0397 828 611, 046 906 1661, 1698105374440, 132650270897, 135946928305, 135947452593, 136124006577, 136125677745, 136133673137, 136279392433, 136280080561, 136332411057, 136391458993, 136401617073, 136519254193, 136537735345, 136538914993, 136542748849, 136701149361, 137303916721, 137790095537",enquiry@velspices.com.au
https://www.blacklineuae.com/,"20241027005420, 970490436, 33527072171, 1624968900, 1729979661, 980407213690, 175167183, 9965312770, 239888221, 508215548, 0033132457, 188420089, 101434257, 654649367, 184551394, 1625633055, 579812752, 39755785326, 208040560, 776363427, 1625655005, 45643403571, 1625654889, 263301166, 1625655393, 1625631825, +971) 65340035, +971) 65345550, 8338582686, 1614774584, 1624966786, 1855961477",info@blacklineuae.com
https://www.spicytradeco.com/,"201005776456, +20 10 0577 6456, 505554525",None
https://www.top-op.com/,+44 (0)203 137 4477,None
https://www.sarayaoman.com/,"96897997537, +968 9757 5579, +968 9599 9272","info@sarayaoman.com, sales@sarayaoman.com"
https://www.linkedin.com/in/marufa-khanom-952885159,None,None
https://www.riversideburgeon.com/contact.html,"1601698088136, +1 519 872 4132, 16478344132",info@riversideburgeon.com
https://www.seair.co.in/us-importers/bains-wholesale-food-ltd.aspx,None,None
https://contilgroup.com/contact,"11478203422, 1-800-222-000, 1) 647-297-1664, 1685450681292, 0265-2342680, 0265-2350863, 1685450756376, 647-297-1664, 1685450790838, 905-487-7708, +1 647-297-1664, +919824300755, 1715420803","info@contilgroup.com, accounts@contilgroup.com, office@contilgroup.com, sales@contilgroup.com, purchase@contilgroup.com, investor@contilgroup.com"
https://msglobalfood.com/contact-us/,1502479236140,"info@msglobalfood.com, commercial@msglobalfood.com, logistic@msglobalfood.com"
